Bairros SP;Bairros Fortaleza;Bairros RJ;Causa Afastamento 1;Causa Afastamento 2;Causa Afastamento 3;Motivo Desligamento;CBO Ocupação 2002;CNAE 2.0 Classe;CNAE 95 Classe;Distritos SP;Vínculo Ativo 31/12;Faixa Etária;Faixa Hora Contrat;Faixa Remun Dezem (SM);Faixa Remun Média (SM);Faixa Tempo Emprego;Escolaridade após 2005;Qtd Hora Contr;Idade;Ind CEI Vinculado;Ind Simples;Mês Admissão;Mês Desligamento;Mun Trab;Município;Nacionalidade;Natureza Jurídica;Ind Portador Defic;Qtd Dias Afastamento;Raça Cor;Regiões Adm DF;Vl Remun Dezembro Nom;Vl Remun Dezembro (SM);Vl Remun Média Nom;Vl Remun Média (SM);CNAE 2.0 Subclasse;Sexo Trabalhador;Tamanho Estabelecimento;Tempo Emprego;Tipo Admissão;Tipo Estab;Tipo Estab;Tipo Defic;Tipo Vínculo;IBGE Subsetor;Vl Rem Janeiro SC;Vl Rem Fevereiro SC;Vl Rem Março SC;Vl Rem Abril SC;Vl Rem Maio SC;Vl Rem Junho SC;Vl Rem Julho SC;Vl Rem Agosto SC;Vl Rem Setembro SC;Vl Rem Outubro SC;Vl Rem Novembro SC;Ano Chegada Brasil;Ind Trab Intermitente;Ind Trab Parcial
                9997;                9997;                9997;99;99;99;21;623305;01555;00999;                9997;0;06;06;02;02;01;                  01;  44;  48;0;0;10;12;411845;999999;24;9999;0;   0;02;9997;0000001308,89;000000,92;0000001777,16;000001,25;0155505;                  01;04;     2,6;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002004,59;000002017,99;1198;0;0
                9997;                9997;                9997;99;99;99;21;623305;01555;00999;                9997;0;03;06;99;02;01;                  01;  44;  21;0;0;10;11;411845;999999;24;9999;0;   0;08;9997;0000000000,00;000000,00;0000001980,52;000001,40;0155505;                  01;04;     1,9;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002004,59;000001956,45;1198;0;0
                9997;                9997;                9997;99;99;99;21;623305;01555;00999;                9997;0;03;06;99;02;01;                  01;  44;  21;0;0;10;11;411845;999999;24;9999;0;   0;08;9997;0000000000,00;000000,00;0000001980,52;000001,40;0155505;                  01;04;     1,9;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002004,59;000001956,45;1198;0;0
                9997;                9997;                9997;99;99;99;21;623305;01555;00999;                9997;0;03;06;02;02;01;                  01;  44;  23;0;0;10;12;411845;999999;24;9999;0;   0;02;9997;0000001308,89;000000,92;0000001777,16;000001,25;0155505;                  01;04;     2,6;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002004,59;000002017,99;1198;0;0
                9997;                9997;                9997;99;99;99;21;623110;01113;00999;                9997;0;06;06;99;01;01;                  01;  44;  43;0;0;10;12;313510;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001412,00;000001,00;0111399;                  01;01;     2,0;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001412,00;000001412,00;1198;0;0
                9997;                9997;                9997;99;99;99;11;623015;01610;00999;                9997;0;08;08;99;98;08;                  01;  48;  65;0;0;00;05;292740;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000000000,00;000000,00;0161099;                  01;01;   175,2;00;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;000000329,47;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;10;622720;01610;00999;                9997;0;06;06;99;00;01;                  01;  44;  40;0;0;10;11;150470;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000000453,29;000000,32;0161003;                  01;07;     1,4;02;05;CAEPF               ;00;65;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000453,29;000000000,00;1198;0;0
                9997;                9997;                9997;99;99;99;11;622720;01610;00999;                9997;0;04;06;02;01;01;                  01;  44;  25;0;0;10;12;150470;999999;10;9999;0;   0;02;9997;0000000865,42;000000,61;0000001192,43;000000,84;0161003;                  01;07;     2,2;02;05;CAEPF               ;00;65;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000999,87;000001712,00;1198;0;0
                9997;                9997;                9997;99;99;99;21;621005;01512;00999;                9997;0;07;06;99;01;01;                  01;  44;  51;0;0;09;11;150503;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001412,00;000001,00;0151201;                  01;02;     2,0;02;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000282,40;000001412,00;-00000000,01;1198;0;0
                9997;                9997;                9997;99;99;99;11;623110;64620;74144;                9997;0;04;06;99;98;01;                  02;  44;  29;0;0;07;07;270860;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000000000,00;000000,00;6462000;                  01;01;     0,1;02;01;CNPJ                ;00;60;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000235,33;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;710205;47440;52442;                9997;0;03;06;99;01;01;                  02;  44;  20;0;0;01;04;314330;999999;10;2135;0;   0;08;9997;0000000000,00;000000,00;0000001320,90;000000,93;4744099;                  01;04;     2,8;02;01;CNPJ                ;00;10;16;000000880,60;000001887,00;000001761,20;000000754,80;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;710205;47440;52442;                9997;0;03;06;99;01;01;                  02;  44;  24;0;0;01;04;314330;999999;10;2135;0;   0;08;9997;0000000000,00;000000,00;0000001320,90;000000,93;4744099;                  01;04;     2,8;02;01;CNPJ                ;00;10;16;000000880,60;000001887,00;000001761,20;000000754,80;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;621005;01512;00999;                9997;0;05;06;99;02;01;                  02;  44;  33;0;0;10;12;110012;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001925,86;000001,36;0151201;                  01;02;     1,9;02;05;CAEPF               ;00;65;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001672,81;000002178,90;1198;0;0
                9997;                9997;                9997;99;99;99;21;717020;43991;45500;                9997;0;04;08;99;02;01;                  02;  48;  29;0;0;10;11;290800;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001648,55;000001,16;4399103;                  01;02;     1,8;02;05;CAEPF               ;00;15;15;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001603,93;000001693,17;1198;0;0
                9997;                9997;                9997;99;99;99;11;715210;41204;45217;                9997;0;07;05;99;02;01;                  02;  40;  56;0;0;07;10;150080;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001882,68;000001,33;4120400;                  01;05;     2,8;02;01;CNPJ                ;00;10;15;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001521,36;000001965,09;000002161,59;000000000,00;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;623115;01628;00999;                9997;0;05;06;99;01;01;                  02;  44;  39;0;0;09;11;317100;999999;10;9999;0;   0;02;9997;0000000000,00;000000,00;0000001412,00;000001,00;0162899;                  01;02;     2,0;02;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001341,40;000002118,00;000000776,60;1198;0;0
                9997;                9997;                9997;99;99;99;11;621005;01555;00999;                9997;0;06;06;99;03;01;                  02;  44;  42;0;0;10;11;421340;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000002145,77;000001,51;0155505;                  01;04;     1,2;04;05;CAEPF               ;00;15;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002145,77;1198;0;0
                9997;                9997;                9997;99;99;99;21;623115;01512;00999;                9997;0;05;06;99;03;01;                  02;  44;  32;0;0;09;11;411770;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000002814,38;000001,99;0151202;                  01;01;     2,7;02;05;CAEPF               ;00;65;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000003125,07;000003125,07;000002192,99;1198;0;0
                9997;                9997;                9997;99;99;99;11;715210;41204;45217;                9997;0;06;06;99;02;02;                  02;  44;  45;1;0;06;11;220770;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001958,99;000001,38;4120400;                  01;01;     5,0;02;06;CNO                 ;00;10;15;         n/d;         n/d;         n/d;         n/d;         n/d;000001958,99;000001958,99;000001958,99;000001958,99;000001958,99;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;717020;41204;45217;                9997;0;05;06;99;02;02;                  02;  44;  30;1;0;05;11;220200;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001430,94;000001,01;4120400;                  01;01;     5,3;02;06;CNO                 ;00;10;15;         n/d;         n/d;         n/d;         n/d;         n/d;000001430,94;000001430,94;000001430,94;000001430,94;000001430,94;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;715210;41204;45217;                9997;0;06;06;99;02;02;                  02;  44;  42;1;0;05;10;220770;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001958,99;000001,38;4120400;                  01;01;     4,3;02;06;CNO                 ;00;10;15;         n/d;         n/d;         n/d;         n/d;         n/d;000001958,99;000001958,99;000001958,99;000001958,99;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;622020;01211;00999;                9997;0;03;06;99;98;01;                  02;  44;  23;0;0;12;12;316210;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000000000,00;000000,00;0121101;                  01;05;     0,3;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;622020;01211;00999;                9997;0;05;06;99;01;01;                  02;  44;  39;0;0;10;11;316210;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000000781,91;000000,55;0121101;                  01;05;     0,3;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000085,00;000000781,91;1198;0;0
                9997;                9997;                9997;99;99;99;21;622020;01211;00999;                9997;0;03;06;99;01;01;                  02;  44;  24;0;0;10;11;316210;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001041,22;000000,73;0121101;                  01;05;     0,2;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000170,00;000001041,22;1198;0;0
                9997;                9997;                9997;99;99;99;21;622020;01211;00999;                9997;0;05;06;02;01;01;                  02;  44;  33;0;0;11;12;316210;999999;10;9999;0;   0;08;9997;0000001125,05;000000,79;0000001125,05;000000,79;0121101;                  01;05;     0,7;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000099,12;1198;0;0
                9997;                9997;                9997;99;99;99;21;641015;01211;00999;                9997;0;05;06;99;00;01;                  02;  44;  31;0;0;11;11;316210;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000000520,00;000000,36;0121101;                  01;05;     0,2;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000520,00;1198;0;0
                9997;                9997;                9997;99;99;99;11;622020;01512;00999;                9997;0;06;06;99;04;03;                  02;  44;  45;0;0;01;07;510525;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000004066,70;000002,87;0151201;                  01;01;     6,7;02;05;CAEPF               ;00;25;25;000003901,30;000003943,98;000004740,22;000002964,85;000004753,90;000004166,74;000003995,92;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;621005;01512;00999;                9997;0;05;06;99;02;01;                  02;  44;  33;0;0;09;11;150730;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001900,00;000001,34;0151202;                  01;01;     1,4;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000003000,00;000000800,00;1198;0;0
                9997;                9997;                9997;99;99;99;11;514325;47598;52434;                9997;0;07;06;99;02;02;                  02;  44;  53;0;1;05;10;240325;999999;10;2135;0;   0;04;9997;0000000000,00;000000,00;0000001509,23;000001,07;4759899;                  01;04;     5,7;02;01;CNPJ                ;00;10;16;         n/d;         n/d;         n/d;         n/d;000001138,71;000001694,40;000001412,00;000001737,40;000001563,66;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;10;622720;01610;00999;                9997;0;05;06;99;01;02;                  02;  44;  34;0;0;08;11;150470;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001363,53;000000,96;0161003;                  01;07;     3,3;02;05;CAEPF               ;00;15;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000666,58;000001712,00;000001712,00;000000111,73;1198;0;0
                9997;                9997;                9997;99;99;99;21;622720;01610;00999;                9997;0;05;06;99;00;01;                  02;  44;  37;0;0;09;09;150470;999999;10;9999;0;   0;02;9997;0000000000,00;000000,00;0000000513,60;000000,36;0161003;                  01;07;     0,3;02;05;CAEPF               ;00;65;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000513,60;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;622720;01610;00999;                9997;0;07;06;99;02;01;                  02;  44;  50;0;0;09;10;150470;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001651,01;000001,17;0161003;                  01;07;     1,9;02;05;CAEPF               ;00;15;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001746,66;000001555,36;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;10;622720;01610;00999;                9997;0;06;06;99;02;01;                  02;  44;  49;0;0;09;10;150470;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001712,00;000001,21;0161003;                  01;07;     2,0;02;05;CAEPF               ;00;15;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001712,00;000000000,00;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;622720;01610;00999;                9997;0;03;06;99;01;01;                  02;  44;  18;0;0;09;10;150470;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001395,72;000000,99;0161003;                  01;07;     1,9;02;05;CAEPF               ;00;15;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001476,67;000001314,77;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;622720;01610;00999;                9997;0;07;06;99;02;01;                  02;  44;  53;0;0;09;10;150470;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001524,94;000001,08;0161003;                  01;07;     1,9;02;05;CAEPF               ;00;15;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001735,10;000001314,77;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;621005;01610;00999;                9997;0;07;06;04;03;01;                  02;  44;  55;0;0;10;12;520549;999999;10;9999;0;   0;04;9997;0000002338,71;000001,65;0000002446,24;000001,73;0161099;                  01;02;     2,9;02;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002500,00;000002500,00;1198;0;0
                9997;                9997;                9997;99;99;99;21;621005;01512;00999;                9997;0;07;06;03;03;02;                  02;  44;  54;0;0;09;12;510520;999999;10;9999;0;   0;02;9997;0000002000,00;000001,41;0000002666,67;000001,88;0151201;                  01;01;     3,6;04;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000003000,00;000003000,00;1198;0;0
                9997;                9997;                9997;99;99;99;21;622020;01211;00999;                9997;0;04;06;99;98;01;                  03;  44;  26;0;0;12;12;316210;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000000000,00;000000,00;0121101;                  01;05;     0,1;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;642015;02101;00999;                9997;0;05;06;99;00;01;                  03;  44;  34;0;0;09;10;313640;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000000640,00;000000,45;0210108;                  01;02;     0,8;02;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000693,33;000000586,67;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;621005;01113;00999;                9997;0;06;06;99;02;02;                  03;  44;  48;0;0;09;12;351840;999999;10;9999;0;   0;02;9997;0000000000,00;000000,00;0000001800,00;000001,27;0111302;                  01;02;     3,8;04;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001800,00;000001800,00;1198;0;0
                9997;                9997;                9997;99;99;99;12;622020;01334;00999;                9997;0;03;06;99;01;01;                  03;  44;  23;0;0;10;10;430820;999999;21;9999;0;   0;08;9997;0000000000,00;000000,00;0000001079,77;000000,76;0133407;                  01;02;     0,5;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001079,77;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;622020;01334;00999;                9997;0;03;06;99;02;01;                  03;  44;  20;0;0;10;11;430820;999999;21;9999;0;   0;08;9997;0000000000,00;000000,00;0000001578,24;000001,11;0133407;                  01;02;     1,8;02;05;CAEPF               ;00;75;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001635,48;000001521,00;1198;0;0
                9997;                9997;                9997;99;99;99;11;214915;42120;45233;                9997;0;06;06;99;07;04;                  03;  44;  48;0;0;00;03;270430;999999;10;2054;0;   0;08;9997;0000000000,00;000000,00;0000007709,68;000005,45;4212000;                  01;09;    20,4;00;01;CNPJ                ;00;10;15;000016575,00;000001375,07;         n/d;         n/d;         n/d;000005178,97;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;621005;01610;00999;                9997;0;07;06;99;02;01;                  03;  44;  52;0;0;09;11;311130;999999;10;9999;0;   0;02;9997;0000000000,00;000000,00;0000001859,13;000001,32;0161099;                  01;01;     2,6;02;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002047,40;000002118,00;000001412,00;1198;0;0
                9997;                9997;                9997;99;99;99;11;848505;47440;52442;                9997;0;05;06;99;02;03;                  03;  44;  32;0;0;00;08;350950;999999;10;2135;0;   0;04;9997;0000000000,00;000000,00;0000002048,75;000001,44;4744099;                  01;04;     7,6;00;01;CNPJ                ;00;10;16;000002100,00;000002100,00;000002100,00;000002100,00;000002100,00;000002100,00;000003300,00;000000490,00;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;752305;47440;52442;                9997;0;06;06;99;03;03;                  03;  44;  44;0;0;00;07;220100;999999;10;2135;0;   0;08;9997;0000000000,00;000000,00;0000002500,00;000001,77;4744099;                  01;04;     6,4;00;01;CNPJ                ;00;10;16;000002500,00;000002500,00;000002500,00;000002500,00;000002500,00;000002500,00;000000083,33;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;717020;47440;52442;                9997;0;05;06;03;03;04;                  03;  44;  36;0;0;00;12;350950;999999;10;2135;0;   0;04;9997;0000002100,00;000001,48;0000002200,00;000001,55;4744099;                  01;04;    12,3;00;01;CNPJ                ;00;10;16;000002100,00;000002100,00;000002100,00;000002100,00;000002100,00;000002100,00;000002100,00;000002100,00;000002100,00;000003200,00;         n/d;1198;0;0
                9997;                9997;                9997;70;99;99;11;715210;41204;45217;                9997;0;05;06;99;02;02;                  03;  44;  34;1;0;05;11;221100;999999;10;9999;0;   5;08;9997;0000000000,00;000000,00;0000001958,99;000001,38;4120400;                  01;01;     5,3;02;06;CNO                 ;00;10;15;         n/d;         n/d;         n/d;         n/d;         n/d;000001958,99;000001958,99;000001958,99;000001958,99;000001958,99;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;715210;41204;45217;                9997;0;05;06;99;02;01;                  03;  44;  38;1;0;08;10;220770;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001958,99;000001,38;4120400;                  01;01;     2,0;02;06;CNO                 ;00;10;15;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001958,99;000001958,99;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;622020;01211;00999;                9997;0;03;06;99;03;01;                  03;  44;  23;0;0;11;12;316210;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000002431,44;000001,72;0121101;                  01;05;     1,5;02;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002431,44;1198;0;0
                9997;                9997;                9997;99;99;99;11;622020;01211;00999;                9997;0;03;06;99;02;01;                  03;  44;  22;0;0;11;12;316210;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001994,64;000001,41;0121101;                  01;05;     1,5;02;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001994,64;1198;0;0
